name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Evening Run,5007.6,1780,2023-07-31 20:04:36+00:00,6.8,Run,147.7,171.0,2.813,4.57,2023-07-31,20,Monday,31,7,2023,5.0076,29.666666666666668,5.924328354234897,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,13005.4,4559,2023-07-29 07:14:47+00:00,46.2,Run,161.0,195.0,2.853,13.698,2023-07-29,7,Saturday,30,7,2023,13.0054,75.98333333333333,5.8424449331303405,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,5079.5,1542,2023-07-27 21:10:43+00:00,6.9,Run,164.3,188.0,3.294,5.868,2023-07-27,21,Thursday,30,7,2023,5.0795,25.7,5.0595531056206315,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5009.5,1735,2023-07-24 20:06:39+00:00,8.9,Run,152.0,180.0,2.887,5.156,2023-07-24,20,Monday,30,7,2023,5.0095,28.916666666666668,5.772365838240677,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5003.0,1597,2023-07-20 20:32:00+00:00,12.8,Run,158.3,191.0,3.133,4.222,2023-07-20,20,Thursday,29,7,2023,5.003,26.616666666666667,5.320141248584183,⚡ Tempo (4:30-5:30),🌙 Evening
반종 인터벌,6819.4,2725,2023-07-18 20:28:55+00:00,11.8,Run,161.5,190.0,2.503,5.008,2023-07-18,20,Tuesday,29,7,2023,6.8194,45.416666666666664,6.659921205189117,🚶 Recovery (> 6:30),🌙 Evening
반종 웜업,3004.2,1059,2023-07-18 20:05:39+00:00,87.7,Run,159.7,185.0,2.837,4.264,2023-07-18,20,Tuesday,29,7,2023,3.0042,17.65,5.875108181878702,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5006.1,1677,2023-07-03 20:07:49+00:00,14.1,Run,164.7,186.0,2.985,4.53,2023-07-03,20,Monday,27,7,2023,5.0061,27.95,5.583188510017778,🏃 Easy (5:30-6:30),🌙 Evening
Evening Ride,3311.6,903,2023-07-03 19:43:10+00:00,8.1,Ride,113.5,133.0,3.667,11.613,2023-07-03,19,Monday,27,7,2023,3.3116,15.05,4.544630994081412,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,5006.5,1573,2023-06-15 11:39:14+00:00,13.0,Run,163.2,186.0,3.183,4.596,2023-06-15,11,Thursday,24,6,2023,5.0065,26.216666666666665,5.236525849728686,⚡ Tempo (4:30-5:30),🌅 Morning
Brooks Running Festival 2023,11005.6,4121,2023-06-04 17:37:04+00:00,40.8,Run,157.7,190.0,2.671,4.208,2023-06-04,17,Sunday,22,6,2023,11.005600000000001,68.68333333333334,6.240762278597562,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5008.3,1593,2023-06-02 18:30:23+00:00,9.0,Run,160.1,186.0,3.144,5.28,2023-06-02,18,Friday,22,6,2023,5.0083,26.55,5.301200007986742,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Walk,3531.3,2273,2023-05-23 12:39:38+00:00,63.1,Walk,104.9,131.0,1.554,7.648,2023-05-23,12,Tuesday,21,5,2023,3.5313000000000003,37.88333333333333,10.727871699751743,🚶 Recovery (> 6:30),☀️ Afternoon
Morning Walk,3695.3,2764,2023-05-23 10:43:01+00:00,62.1,Walk,100.2,132.0,1.337,5.056,2023-05-23,10,Tuesday,21,5,2023,3.6953,46.06666666666667,12.466286002940674,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,2329.1,1218,2023-05-06 07:27:18+00:00,2.9,Run,128.2,146.0,1.912,5.234,2023-05-06,7,Saturday,18,5,2023,2.3291,20.3,8.715812974968873,🚶 Recovery (> 6:30),🌅 Morning
Evening Walk,1016.9,656,2023-04-26 19:00:10+00:00,15.6,Walk,114.1,128.0,1.55,12.26,2023-04-26,19,Wednesday,17,4,2023,1.0169,10.933333333333334,10.751630773265154,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,4493.8,1374,2023-04-26 18:31:48+00:00,3.8,Run,160.5,183.0,3.271,11.152,2023-04-26,18,Wednesday,17,4,2023,4.4938,22.9,5.095909920334683,⚡ Tempo (4:30-5:30),🌙 Evening
2023 ROME APPIA RUN,13673.6,4725,2023-04-16 09:35:02+00:00,118.0,Run,168.0,193.0,2.894,4.114,2023-04-16,9,Sunday,15,4,2023,13.6736,78.75,5.759273344254622,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,42630.7,15527,2023-03-19 08:11:37+00:00,150.0,Run,175.3,198.0,2.746,6.854,2023-03-19,8,Sunday,11,3,2023,42.6307,258.78333333333336,6.070351491608943,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,3934.2,1466,2023-03-18 09:33:39+00:00,119.4,Run,147.4,190.0,2.684,4.313,2023-03-18,9,Saturday,11,3,2023,3.9341999999999997,24.433333333333334,6.210495992408453,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,9134.4,3094,2023-03-07 18:54:07+00:00,14.3,Run,160.2,194.0,2.952,4.56,2023-03-07,18,Tuesday,10,3,2023,9.1344,51.56666666666667,5.645326093302972,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,23057.3,9084,2023-02-26 12:59:34+00:00,87.4,Run,148.8,200.0,2.538,9.6,2023-02-26,12,Sunday,8,2,2023,23.057299999999998,151.4,6.566250168059574,🚶 Recovery (> 6:30),☀️ Afternoon
AR 인터벌,10448.1,3401,2023-02-21 19:50:21+00:00,642.0,Run,,,3.072,5.752,2023-02-21,19,Tuesday,8,2,2023,10.4481,56.68333333333333,5.425228829484149,⚡ Tempo (4:30-5:30),🌙 Evening
AR 인터벌,15005.0,4942,2023-02-18 10:27:09+00:00,973.7,Run,93.9,115.0,3.036,4.684,2023-02-18,10,Saturday,7,2,2023,15.005,82.36666666666666,5.48928135066089,⚡ Tempo (4:30-5:30),🌅 Morning
늦어서 웜업,627.4,246,2023-02-18 10:12:11+00:00,23.3,Run,90.7,97.0,2.551,3.632,2023-02-18,10,Saturday,7,2,2023,0.6274,4.1,6.53490596110934,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,12011.5,4282,2023-02-14 19:03:52+00:00,9.4,Run,110.7,193.0,2.805,5.574,2023-02-14,19,Tuesday,7,2,2023,12.0115,71.36666666666666,5.9415282576419814,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,7068.0,2403,2023-02-13 18:42:43+00:00,16.6,Run,166.1,190.0,2.941,11.192,2023-02-13,18,Monday,7,2,2023,7.068,40.05,5.666383701188455,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,17521.9,6141,2023-02-11 10:28:44+00:00,73.1,Run,163.4,201.0,2.853,4.406,2023-02-11,10,Saturday,6,2,2023,17.521900000000002,102.35,5.841261507028347,🏃 Easy (5:30-6:30),🌅 Morning
AR 인터벌,9638.2,3357,2023-02-04 10:54:30+00:00,597.7,Run,155.3,184.0,2.871,5.084,2023-02-04,10,Saturday,5,2,2023,9.638200000000001,55.95,5.805025834699425,🏃 Easy (5:30-6:30),🌅 Morning
AR 웜업,2323.2,958,2023-02-04 10:27:13+00:00,143.4,Run,133.1,143.0,2.425,3.612,2023-02-04,10,Saturday,5,2,2023,2.3232,15.966666666666667,6.872704315886135,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,21117.9,7585,2023-01-28 10:19:43+00:00,91.9,Run,160.6,184.0,2.784,4.256,2023-01-28,10,Saturday,4,1,2023,21.117900000000002,126.41666666666667,5.98623284827879,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,7922.7,2757,2023-01-26 18:57:54+00:00,16.5,Run,159.4,174.0,2.874,3.99,2023-01-26,18,Thursday,4,1,2023,7.9227,45.95,5.799790475469222,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6711.1,2462,2023-01-18 19:03:31+00:00,14.7,Run,179.6,188.0,2.726,4.456,2023-01-18,19,Wednesday,3,1,2023,6.7111,41.03333333333333,6.114248533524062,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,177.1,59,2023-01-17 20:40:23+00:00,0.0,Run,143.6,176.0,3.002,3.684,2023-01-17,20,Tuesday,3,1,2023,0.1771,0.9833333333333333,5.552418595896857,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5004.4,2314,2023-01-17 19:45:05+00:00,288.3,Run,165.6,190.0,2.163,5.776,2023-01-17,19,Tuesday,3,1,2023,5.0043999999999995,38.56666666666667,7.706551567953536,🚶 Recovery (> 6:30),🌙 Evening
Morning Run,6176.6,2077,2022-10-20 07:11:47+00:00,78.2,Run,,,2.974,4.394,2022-10-20,7,Thursday,42,10,2022,6.1766000000000005,34.61666666666667,5.604485747282755,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10249.4,3411,2022-10-16 18:24:37+00:00,11.8,Run,,,3.005,5.798,2022-10-16,18,Sunday,41,10,2022,10.2494,56.85,5.546666146311004,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,21215.5,6968,2022-10-09 07:30:28+00:00,96.8,Run,,,3.045,6.706,2022-10-09,7,Sunday,40,10,2022,21.2155,116.13333333333334,5.473985215212149,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6545.5,2182,2022-09-29 20:17:27+00:00,19.7,Run,88.7,104.0,3.0,4.964,2022-09-29,20,Thursday,39,9,2022,6.5455,36.36666666666667,5.555979935324523,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,3646.8,1271,2022-09-27 11:43:58+00:00,3.6,Run,,,2.869,8.846,2022-09-27,11,Tuesday,39,9,2022,3.6468000000000003,21.183333333333334,5.808745566889693,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,1877.8,746,2022-09-01 21:21:18+00:00,0.0,Run,166.4,180.0,2.517,3.138,2022-09-01,21,Thursday,35,9,2022,1.8778,12.433333333333334,6.62122341747435,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5886.8,1502,2022-09-01 20:31:22+00:00,5.1,Run,149.6,178.0,3.919,4.772,2022-09-01,20,Thursday,35,9,2022,5.8868,25.033333333333335,4.252451813095966,🔥 Speed (< 4:30),🌙 Evening
Evening Run,5006.3,1764,2022-08-29 18:52:48+00:00,85.1,Run,138.9,153.0,2.838,9.502,2022-08-29,18,Monday,35,8,2022,5.0063,29.4,5.87260052334059,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5397.6,1844,2022-08-23 11:35:04+00:00,13.3,Run,147.8,159.0,2.927,4.702,2022-08-23,11,Tuesday,34,8,2022,5.397600000000001,30.733333333333334,5.69388864186552,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5009.0,1656,2022-08-17 19:19:45+00:00,3.3,Run,137.2,151.0,3.025,4.234,2022-08-17,19,Wednesday,33,8,2022,5.009,27.6,5.510081852665203,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5012.3,1700,2022-08-05 20:46:34+00:00,3.9,Run,136.2,160.0,2.948,6.786,2022-08-05,20,Friday,31,8,2022,5.0123,28.333333333333332,5.652760874914377,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,5008.5,1561,2022-07-24 17:48:25+00:00,4.4,Run,139.4,193.0,3.208,4.07,2022-07-24,17,Sunday,29,7,2022,5.0085,26.016666666666666,5.194502678779409,⚡ Tempo (4:30-5:30),☀️ Afternoon
Lunch Run,3440.1,1093,2022-07-18 11:50:32+00:00,6.3,Run,162.7,180.0,3.147,4.59,2022-07-18,11,Monday,29,7,2022,3.4400999999999997,18.216666666666665,5.295388699940893,⚡ Tempo (4:30-5:30),🌅 Morning
Lunch Run,5103.1,1791,2022-06-20 11:41:47+00:00,17.8,Run,112.0,122.0,2.849,5.05,2022-06-20,11,Monday,25,6,2022,5.1031,29.85,5.84938566753542,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5140.7,1914,2022-05-30 11:42:02+00:00,13.5,Run,145.7,202.0,2.686,4.698,2022-05-30,11,Monday,22,5,2022,5.1407,31.9,6.205380590191997,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5008.2,1609,2022-05-16 11:39:56+00:00,5.3,Run,154.7,176.0,3.113,4.808,2022-05-16,11,Monday,20,5,2022,5.0081999999999995,26.816666666666666,5.354551868269372,⚡ Tempo (4:30-5:30),🌅 Morning
Lunch Run,5128.8,1893,2022-05-02 11:41:14+00:00,5.4,Run,123.7,169.0,2.709,5.096,2022-05-02,11,Monday,18,5,2022,5.1288,31.55,6.1515364217750745,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5131.3,1799,2022-04-25 11:38:43+00:00,16.7,Run,167.3,192.0,2.852,4.516,2022-04-25,11,Monday,17,4,2022,5.1313,29.983333333333334,5.84322361454862,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5017.7,1969,2022-04-21 11:44:39+00:00,22.1,Run,155.8,166.0,2.548,4.502,2022-04-21,11,Thursday,16,4,2022,5.0177,32.81666666666667,6.54018109226671,🚶 Recovery (> 6:30),🌅 Morning
Lunch Run,5001.3,1710,2022-04-04 11:40:39+00:00,30.4,Run,165.9,186.0,2.925,4.176,2022-04-04,11,Monday,14,4,2022,5.0013000000000005,28.5,5.698518385219843,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5009.1,1751,2022-03-22 11:44:43+00:00,6.3,Run,153.7,186.0,2.861,4.59,2022-03-22,11,Tuesday,12,3,2022,5.0091,29.183333333333334,5.826063231585182,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,261.4,100,2022-02-28 09:56:18+00:00,0.0,Run,121.7,141.0,2.614,4.55,2022-02-28,9,Monday,9,2,2022,0.26139999999999997,1.6666666666666667,6.375924509053814,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,6236.7,4936,2022-02-12 09:03:02+00:00,72.3,Run,133.3,184.0,1.264,5.982,2022-02-12,9,Saturday,6,2,2022,6.2367,82.26666666666667,13.190736554053693,🚶 Recovery (> 6:30),🌅 Morning
Afternoon Run,5008.1,1625,2022-02-10 17:49:12+00:00,35.4,Run,163.5,185.0,3.082,3.994,2022-02-10,17,Thursday,6,2,2022,5.008100000000001,27.083333333333332,5.407905859174803,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,5009.2,1690,2022-02-08 18:13:06+00:00,3.1,Run,143.4,179.0,2.964,7.16,2022-02-08,18,Tuesday,6,2,2022,5.0092,28.166666666666668,5.622987037184913,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5013.3,1667,2022-01-24 18:15:40+00:00,6.0,Run,119.9,137.0,3.007,4.794,2022-01-24,18,Monday,4,1,2022,5.0133,27.783333333333335,5.541925145778895,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,3070.7,1005,2022-01-20 11:11:04+00:00,13.3,Run,146.6,168.0,3.055,4.08,2022-01-20,11,Thursday,3,1,2022,3.0707,16.75,5.454782297196079,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6006.0,2182,2021-11-22 20:37:25+00:00,14.6,Run,160.9,184.0,2.753,3.786,2021-11-22,20,Monday,47,11,2021,6.006,36.36666666666667,6.055056055056055,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5008.5,1922,2021-11-17 20:22:53+00:00,12.8,Run,165.6,199.0,2.606,3.294,2021-11-17,20,Wednesday,46,11,2021,5.0085,32.03333333333333,6.395793817177465,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,3003.2,1026,2021-11-05 21:10:09+00:00,2.3,Run,179.1,191.0,2.927,3.538,2021-11-05,21,Friday,44,11,2021,3.0031999999999996,17.1,5.693926478423017,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,8250.6,2862,2021-11-05 20:16:44+00:00,15.4,Run,152.8,186.0,2.883,5.3,2021-11-05,20,Friday,44,11,2021,8.2506,47.7,5.781397716529707,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,15744.7,5178,2021-11-03 18:31:17+00:00,107.4,Run,168.1,203.0,3.041,10.674,2021-11-03,18,Wednesday,44,11,2021,15.7447,86.3,5.481209549880277,⚡ Tempo (4:30-5:30),🌙 Evening
저녁 달리기,6046.9,2149,2021-11-01 20:36:15+00:00,20.6,Run,,,2.814,4.008,2021-11-01,20,Monday,44,11,2021,6.0469,35.81666666666667,5.923145192853639,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6071.5,2097,2021-10-25 20:35:12+00:00,22.6,Run,129.3,138.0,2.895,3.714,2021-10-25,20,Monday,43,10,2021,6.0715,34.95,5.756402865848637,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10006.8,3084,2021-10-23 16:34:06+00:00,8.8,Run,137.3,144.0,3.245,5.058,2021-10-23,16,Saturday,42,10,2021,10.0068,51.4,5.136507175120918,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,5010.3,1741,2021-10-19 20:36:15+00:00,22.1,Run,144.7,161.0,2.878,4.2,2021-10-19,20,Tuesday,42,10,2021,5.0103,29.016666666666666,5.79140304306462,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,4020.6,1350,2021-10-16 16:11:40+00:00,19.2,Run,134.6,144.0,2.978,3.8,2021-10-16,16,Saturday,41,10,2021,4.0206,22.5,5.5961796746754215,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5006.1,1528,2021-10-14 20:29:01+00:00,4.2,Run,136.8,147.0,3.276,4.1,2021-10-14,20,Thursday,41,10,2021,5.0061,25.466666666666665,5.087127038346551,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5056.8,1750,2021-10-12 20:06:52+00:00,14.0,Run,137.4,147.0,2.89,5.1,2021-10-12,20,Tuesday,41,10,2021,5.0568,29.166666666666668,5.76781100036914,🏃 Easy (5:30-6:30),🌙 Evening
Garmin Speed up Vol.2 2/16,8003.6,2682,2021-10-06 18:15:22+00:00,8.9,Run,163.0,171.0,2.984,5.2,2021-10-06,18,Wednesday,40,10,2021,8.0036,44.7,5.584986755959818,🏃 Easy (5:30-6:30),🌙 Evening
쿨다운,406.1,181,2021-10-05 22:04:04+00:00,3.3,Run,151.3,177.0,2.244,3.3,2021-10-05,22,Tuesday,40,10,2021,0.4061,3.0166666666666666,7.428383813510629,🚶 Recovery (> 6:30),🌙 Evening
Garmin Speed up Vol.2 1/16,2346.9,761,2021-10-05 21:50:01+00:00,2.7,Run,122.7,156.0,3.084,6.2,2021-10-05,21,Tuesday,40,10,2021,2.3469,12.683333333333334,5.40429218685642,⚡ Tempo (4:30-5:30),🌙 Evening
웜업,415.3,168,2021-10-05 21:42:33+00:00,0.0,Run,100.0,114.0,2.472,4.1,2021-10-05,21,Tuesday,40,10,2021,0.4153,2.8,6.742114134360703,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,5009.0,1437,2021-10-03 17:39:41+00:00,22.9,Run,124.5,152.0,3.486,4.5,2021-10-03,17,Sunday,39,10,2021,5.009,23.95,4.781393491714913,⚡ Tempo (4:30-5:30),☀️ Afternoon
Night Ride,10118.6,2455,2021-10-02 21:20:39+00:00,12.8,Ride,90.6,95.0,4.122,5.9,2021-10-02,21,Saturday,39,10,2021,10.1186,40.916666666666664,4.04370828639008,🔥 Speed (< 4:30),🌙 Evening
NBRC 산타잡기 모닝런,6026.4,2012,2021-10-01 07:07:34+00:00,28.9,Run,130.4,162.0,2.995,6.0,2021-10-01,7,Friday,39,10,2021,6.0264,33.53333333333333,5.564405504668348,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5008.9,1579,2021-09-27 18:08:16+00:00,22.2,Run,136.5,146.0,3.172,7.2,2021-09-27,18,Monday,39,9,2021,5.0089,26.316666666666666,5.253981246714182,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5010.4,1808,2021-09-25 20:40:24+00:00,4.7,Run,138.3,155.0,2.771,4.4,2021-09-25,20,Saturday,38,9,2021,5.0104,30.133333333333333,6.014157219649795,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5041.6,1821,2021-09-24 20:40:37+00:00,3.1,Run,165.5,188.0,2.769,7.1,2021-09-24,20,Friday,38,9,2021,5.041600000000001,30.35,6.019914312916534,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,2008.3,807,2021-09-21 10:18:40+00:00,0.0,Run,137.9,150.0,2.489,3.1,2021-09-21,10,Tuesday,38,9,2021,2.0082999999999998,13.45,6.697206592640542,🚶 Recovery (> 6:30),🌅 Morning
Afternoon Run,10021.8,3452,2021-09-19 17:29:08+00:00,36.6,Run,152.2,179.0,2.903,4.6,2021-09-19,17,Sunday,37,9,2021,10.021799999999999,57.53333333333333,5.74081834933179,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5011.0,1748,2021-09-16 20:25:13+00:00,22.1,Run,154.5,177.0,2.867,4.0,2021-09-16,20,Thursday,37,9,2021,5.011,29.133333333333333,5.813876139160513,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5101.8,1723,2021-09-15 20:02:38+00:00,4.7,Run,146.5,190.0,2.961,5.1,2021-09-15,20,Wednesday,37,9,2021,5.1018,28.716666666666665,5.628732342833248,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5463.4,1852,2021-09-14 20:39:32+00:00,4.7,Run,151.4,192.0,2.95,4.1,2021-09-14,20,Tuesday,37,9,2021,5.4634,30.866666666666667,5.649717514124294,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,504.8,203,2021-09-12 13:24:48+00:00,0.0,Run,150.7,162.0,2.487,3.4,2021-09-12,13,Sunday,36,9,2021,0.5048,3.3833333333333333,6.702324352879027,🚶 Recovery (> 6:30),☀️ Afternoon
Afternoon Run,361.9,162,2021-09-12 13:21:23+00:00,0.0,Run,145.5,172.0,2.234,3.2,2021-09-12,13,Sunday,36,9,2021,0.3619,2.7,7.460624481901078,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run Cool Down,179.2,72,2021-09-05 20:33:13+00:00,0.0,Run,168.8,171.0,2.489,3.8,2021-09-05,20,Sunday,35,9,2021,0.1792,1.2,6.696428571428571,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5009.1,1662,2021-09-05 20:04:59+00:00,4.4,Run,156.7,180.0,3.014,4.6,2021-09-05,20,Sunday,35,9,2021,5.0091,27.7,5.529935517358408,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5006.9,1593,2021-09-04 20:58:43+00:00,4.7,Run,147.1,157.0,3.143,5.3,2021-09-04,20,Saturday,35,9,2021,5.0069,26.55,5.302682298428169,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,5011.5,1801,2021-09-03 12:41:56+00:00,26.3,Run,144.2,157.0,2.783,5.2,2021-09-03,12,Friday,35,9,2021,5.0115,30.016666666666666,5.989557351425056,🏃 Easy (5:30-6:30),☀️ Afternoon
Lunch Run,5010.7,1482,2021-09-01 11:57:43+00:00,3.1,Run,148.3,166.0,3.381,5.7,2021-09-01,11,Wednesday,35,9,2021,5.0107,24.7,4.929450974913685,⚡ Tempo (4:30-5:30),🌅 Morning
Lunch Run,5005.7,1812,2021-08-30 11:49:32+00:00,4.5,Run,147.5,181.0,2.763,3.9,2021-08-30,11,Monday,35,8,2021,5.0057,30.2,6.033122240645664,🏃 Easy (5:30-6:30),🌅 Morning
Lunch Run,5009.8,1569,2021-08-27 11:52:32+00:00,3.2,Run,148.9,164.0,3.193,4.8,2021-08-27,11,Friday,34,8,2021,5.0098,26.15,5.219769252265559,⚡ Tempo (4:30-5:30),🌅 Morning
Night Run,1004.8,494,2021-08-25 21:11:46+00:00,0.0,Run,149.7,162.0,2.034,2.8,2021-08-25,21,Wednesday,34,8,2021,1.0048,8.233333333333333,8.19400212314225,🚶 Recovery (> 6:30),🌙 Evening
Night Run,1016.8,396,2021-08-25 21:04:31+00:00,0.0,Run,138.7,154.0,2.568,7.2,2021-08-25,21,Wednesday,34,8,2021,1.0168,6.6,6.490952006294257,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3015.7,955,2021-08-24 19:45:51+00:00,3.6,Run,146.7,166.0,3.158,6.0,2021-08-24,19,Tuesday,34,8,2021,3.0157,15.916666666666666,5.277934365708349,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,10005.8,3261,2021-08-22 17:15:36+00:00,13.0,Run,151.7,158.0,3.068,4.7,2021-08-22,17,Sunday,33,8,2021,10.005799999999999,54.35,5.431849527274181,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,5011.4,1580,2021-08-20 19:37:14+00:00,5.5,Run,154.3,183.0,3.172,4.8,2021-08-20,19,Friday,33,8,2021,5.0114,26.333333333333332,5.254685982626278,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5008.5,1552,2021-08-19 19:51:10+00:00,6.1,Run,141.3,171.0,3.227,4.6,2021-08-19,19,Thursday,33,8,2021,5.0085,25.866666666666667,5.164553592226548,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5011.8,1734,2021-08-18 20:23:59+00:00,2.8,Run,141.8,156.0,2.89,3.8,2021-08-18,20,Wednesday,33,8,2021,5.0118,28.9,5.766391316493076,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,2009.3,555,2021-08-16 19:04:08+00:00,13.3,Run,141.9,150.0,3.62,5.0,2021-08-16,19,Monday,33,8,2021,2.0093,9.25,4.6035932911959385,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,8151.1,2742,2021-08-15 18:54:02+00:00,3.9,Run,154.5,177.0,2.973,4.5,2021-08-15,18,Sunday,32,8,2021,8.1511,45.7,5.606605243464073,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5008.1,1644,2021-08-14 19:28:16+00:00,8.5,Run,154.5,164.0,3.046,5.7,2021-08-14,19,Saturday,32,8,2021,5.008100000000001,27.4,5.4711367584513075,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5295.4,1811,2021-08-13 20:14:05+00:00,39.7,Run,141.6,176.0,2.924,4.9,2021-08-13,20,Friday,32,8,2021,5.2954,30.183333333333334,5.699915650061059,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5005.6,1680,2021-08-12 20:06:25+00:00,3.1,Run,131.5,142.0,2.98,4.6,2021-08-12,20,Thursday,32,8,2021,5.0056,28.0,5.5937350167812045,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5007.9,1888,2021-08-11 20:07:13+00:00,8.2,Run,141.1,172.0,2.652,4.4,2021-08-11,20,Wednesday,32,8,2021,5.007899999999999,31.466666666666665,6.283405552560288,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5011.4,1700,2021-08-10 20:31:03+00:00,15.6,Run,143.4,170.0,2.948,6.8,2021-08-10,20,Tuesday,32,8,2021,5.0114,28.333333333333332,5.653776057256122,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5008.9,1725,2021-08-09 20:24:54+00:00,3.8,Run,156.2,181.0,2.904,4.6,2021-08-09,20,Monday,32,8,2021,5.0089,28.75,5.7397831859290465,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3015.7,1358,2021-08-08 19:38:11+00:00,12.3,Run,137.3,148.0,2.221,4.7,2021-08-08,19,Sunday,31,8,2021,3.0157,22.633333333333333,7.505167401708835,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,5006.9,1788,2021-08-07 16:31:16+00:00,8.7,Run,154.2,188.0,2.8,4.0,2021-08-07,16,Saturday,31,8,2021,5.0069,29.8,5.9517865345822765,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5016.0,1695,2021-08-06 20:06:48+00:00,3.5,Run,149.4,189.0,2.959,3.9,2021-08-06,20,Friday,31,8,2021,5.016,28.25,5.631977671451356,🏃 Easy (5:30-6:30),🌙 Evening
